id	name	start	end	features	dedicated_urls	score
78673	New Year Bonus Storm	2026-01-01 00:00:00	2026-01-06 00:00:00	task,lottery,growth,game,collection,rank,reward		9
78795	2026 Family Prestige	2026-01-01 00:00:00	2027-01-01 00:00:00	task,growth,game,stage,group,rank,reward	https://activity.bigo.tv/live/act/act_14587/?area=MY	9
78841	F-VÒNG QUAY VI DIỆU	2026-01-01 00:00:00	2026-01-31 23:59:59	lottery,game,collection,group,rank,recharge,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1592835216	9
78882	DACH SVIP: Hallo 2026!	2026-01-20 00:00:00	2026-01-31 23:59:59	task,lottery,growth,rank,recharge,reward	https://static-fed.bigolive.tv/live/pages/bigolive/svip/index.html	9
78926	Mid-Tier Booster Auto Rebate -  Weekdays Jan	2026-01-01 00:00:00	2026-02-01 23:59:59	task,growth,group,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-39011/index.html?src=001	9
78927	Mid-Tier Booster Auto Rebate - Weekends Jan	2026-01-01 00:00:00	2026-02-01 23:59:59	task,growth,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-39011/index.html?src=001|https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1732	9
79064	💫عودة الأساطير	2026-01-01 20:30:00	2026-01-15 23:59:59	task,lottery,shop,growth,game,rank,recharge,reward		9
77238	🎑 2-Month-New hosts level up🎑	2025-12-01 00:00:00	2026-01-01 00:00:00	task,lottery,growth,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1965	8
77395	55% Auto Rebate - Dec 2025	2025-12-05 00:00:00	2026-01-01 23:59:59	task,growth,game,collection,group,rank,reward		8
77396	Weekend Auto Rebate - Dec	2025-12-03 00:00:00	2026-01-01 00:00:00	task,growth,game,group,rank,reward		8
77426	GALA 패밀리 응원단	2025-12-06 00:00:00	2025-12-14 00:00:00	lottery,game,collection,group,rank,recharge,reward		8
77478	Family GALA 2025- Family KH Rank	2025-12-06 00:00:00	2025-12-14 23:59:59	game,group,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/annual-festival-family-2025/index.html	8
77527	KH Family GALA HQ Rank	2025-12-06 00:00:00	2025-12-14 23:59:59	stage,group,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/annual-festival-family-2025/index.html	8
77568	F-GIA TỘC TUYỆT ĐỈNH TRANH TÀI-TỘC CHIẾN GALA 2025	2025-12-06 00:00:00	2025-12-15 00:00:00	group,rank	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1592835216|https://static-fed.bigolive.tv/live/pages/bigolive/annual-festival-family-2025/index.html?lang=vi	8
77626	Welcome to BIGOPAY - Dec	2025-12-09 00:00:00	2025-12-28 23:59:59	task,lottery,collection,stage,group,rank,recharge,reward		8
77627	La Fiesta de Navidad	2025-12-06 01:59:59	2026-12-04 23:59:59	lottery,game,rank,recharge,reward	https://static-fed.bigolive.tv/live/pages/bigolive/common-gift-pack/index.html?from=3	8
77685	الحصول على هدايا كبار الشخصيات المميزة	2025-12-15 00:00:00	2025-12-31 23:59:59	lottery,game,collection,group,rank,reward		8
77695	🌠Milagros en Diciembre	2025-12-11 00:00:00	2025-12-31 23:59:59	task,growth,stage,rank,recharge,reward		8
77739	2025 SPARKLE & REWIND PARTY WEEK	2025-12-15 00:00:00	2025-12-22 23:59:59	task,lottery,growth,collection,rank,reward		8
77761	F-SUPER BONUS GIỜ VÀNG THỬ THÁCH	2025-12-10 15:00:00	2025-12-12 15:00:00	group,rank	https://static-fed.bigolive.tv/live/pages/bigolive/annual-festival-family-2025/index.html?lang=vi|https://static-fed.bigolive.tv/live/pages/bigolive/annual-individual-2025-dDarQ6/index.html	8
77763	Fiesta de Fin de Año: Para Hosts y Agentes, 25-26	2025-12-23 00:00:00	2026-01-04 23:59:59	lottery,game,collection,stage,group,rank,reward		8
77834	✨ 𝐁𝐈𝐆𝐎 𝐏𝐇 𝐔𝐬𝐞𝐫𝐬 𝐑𝐞𝐜𝐡𝐚𝐫𝐠𝐞 𝐄𝐯𝐞𝐧𝐭𝐬 ✨	2026-08-05 23:30:00	2026-08-31 23:59:59	lottery,stage,recharge,reward	https://static-nova.bigolive.tv/app/10459/index?nDevice=mobile|https://static-nova.bigolive.tv/app/10529/index?nDevice=mobile	8
77882	TH Family Mission: 16-31 Dec	2025-12-16 00:00:00	2026-01-01 00:00:00	task,lottery,growth,group,rank,recharge,reward		8
77914	KH Christmas Bash-User	2025-12-15 00:00:00	2025-12-25 23:59:59	task,lottery,growth,rank,recharge,reward		8
77987	🎆 𝐍𝐞𝐰 𝐘𝐞𝐚𝐫 𝐒𝐩𝐚𝐫𝐤: 𝐑𝐞𝐜𝐡𝐚𝐫𝐠𝐞 𝐖𝐡𝐞𝐞𝐥 🎇	2026-01-02 00:00:00	2026-01-31 23:59:59	task,lottery,growth,stage,recharge,reward		8
78036	Добро пожаловать в BIGO LIVE!	2025-12-17 00:00:00	2026-12-01 00:00:00	task,lottery,growth,collection,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-39011/index.html	8
78056	2026 Countdown	2025-12-22 00:00:00	2025-12-31 23:59:59	task,lottery,collection,rank,recharge,reward		8
78063	ID-Magical Christmas Carnival🎅🏻 User	2025-12-24 00:00:00	2026-01-01 00:00:00	lottery,growth,rank,recharge,reward		8
78130	Merry Go! Go! Go! LIVE	2025-12-18 16:00:00	2026-01-02 23:59:59	task,growth,game,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1949	8
78133	Villancicos de los Dulces Sueños	2025-12-19 00:00:00	2025-12-28 23:59:59	task,growth,stage,rank,recharge,reward		8
78208	Internationale Karneval	2025-12-20 00:00:00	2025-12-31 23:59:59	task,growth,collection,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-40236/index.html	8
78221	Holiday Gift Season:AFxUSCA---Dec USCA Event	2025-12-19 17:49:31	2026-01-03 23:59:59	task,lottery,growth,collection,rank,recharge,reward		8
78222	Holiday Gift Season:LATAMxUSCA---Dec USCA Event	2025-12-19 18:52:22	2026-01-03 23:59:59	task,lottery,growth,collection,rank,recharge,reward		8
78223	Holiday Gift Season:VNxUSCA---Dec USCA Event	2025-12-19 19:14:21	2026-01-03 23:59:59	task,lottery,growth,collection,rank,recharge,reward		8
78224	Holiday Gift Season:PHxUSCA---Dec USCA Event	2025-12-19 19:14:21	2026-01-03 23:59:59	task,lottery,growth,collection,rank,recharge,reward		8
78236	Holiday Gift Season: SouthEastAsiaxUSCA---Dec USCA Event	2025-12-21 16:32:03	2026-01-03 23:59:59	task,lottery,growth,collection,rank,recharge,reward		8
78256	Christmas PK Lucky Draw	2025-12-24 00:00:00	2025-12-25 23:59:59	lottery,growth,game,collection,rank,reward		8
78258	U-Nạp siêu ưu đãi kỳ 1- 01-04/01	2026-01-01 00:00:00	2026-01-04 23:59:59	task,growth,game,collection,rank,recharge,reward		8
78280	Xmas Lucky Draw	2025-12-24 00:00:00	2025-12-28 23:59:59	task,lottery,game,collection,group,rank,reward		8
78332	Приглашай друзей и получай награды!	2026-01-01 00:00:00	2026-01-15 23:59:59	lottery,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-39011/index.html|https://static-fed.bigolive.tv/live/pages/bigolive/act-39011/index.html?page=check|https://static-fed.bigolive.tv/live/pages/bigolive/act-39011/index.html?page=friend	8
78366	International Gifting Carnival - January	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,growth,game,collection,rank,reward		8
78373	SVIP Rank Defense Battle & Level Up - January	2026-01-01 00:00:00	2026-02-01 23:59:59	lottery,growth,game,collection,stage,rank,recharge,reward		8
78435	Dec Final fighting for family	2025-12-26 00:00:00	2025-12-31 23:59:59	lottery,shop,game,stage,group,rank,recharge,reward		8
78447	ID-The Elimination Zone (2-29 Jan)	2026-01-02 00:00:00	2026-01-29 21:00:00	lottery,growth,game,stage,group,rank,recharge,reward		8
78454	TH-Star Family of the Year 2025 Round 1  1-4 Jan	2026-01-01 00:00:00	2026-01-05 00:00:00	task,growth,stage,group,rank,recharge,reward		8
78456	TH-Star Family of the Year 2025 Round 2: 5-8 Jan	2026-01-05 00:00:00	2026-01-09 00:00:00	task,growth,stage,group,rank,recharge,reward		8
78478	Berjuang sendiri (January 2026)	2026-01-01 12:00:00	2026-01-31 23:59:59	task,lottery,growth,game,rank,reward		8
78507	KH-Friday–Sat-Sun Earn Free (JAN R1)	2026-01-02 00:00:00	2026-01-04 23:59:59	task,growth,game,rank,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1618395494	8
78508	KH-Friday–Sat-Sun Earn Free (JAN R2)	2026-01-09 00:00:00	2026-01-11 23:59:59	task,growth,game,rank,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1618395494	8
78509	KH-Friday–Sat-Sun Earn Free (JAN R3)	2026-01-16 00:00:00	2026-01-18 23:59:59	task,growth,game,rank,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1618395494	8
78510	KH-Friday–Sat-Sun Earn Free (JAN R4)	2026-01-23 00:00:00	2026-01-25 23:59:59	task,growth,game,rank,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1618395494	8
78511	KH-Friday–Sat-Sun Earn Free (JAN R5)	2026-01-30 00:00:00	2026-02-01 23:59:59	task,growth,game,rank,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1618395494	8
78517	[TH VJ] BIGO NEW VJ MISSION JAN 2026	2026-01-05 00:00:00	2026-01-31 00:00:00	task,growth,game,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/page_33300/index.html?app=bigo	8
78526	ANZ-HK/TW Gifting Event!	2026-01-22 17:30:00	2026-01-28 23:59:59	task,lottery,growth,group,rank,recharge,reward		8
78539	KH Host-Reborn IDOL (Jan)	2026-01-04 00:00:00	2026-01-31 23:59:59	task,growth,game,rank,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1618395494	8
78576	M-GÓI QUÀ THĂNG CẤP-01-31/01/26	2026-01-01 00:00:00	2026-02-01 00:00:00	task,growth,game,collection,rank,recharge,reward		8
78692	New Year Lucky Spins	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,growth,game,rank,recharge,reward		8
78698	SVIP Honor Board	2026-01-01 00:00:00	2026-01-31 23:59:59	task,shop,growth,stage,group,rank,recharge,reward		8
78713	Bali Gala Battle	2026-01-05 00:00:00	2026-01-11 23:59:59	lottery,shop,game,stage,rank,recharge,reward		8
78723	New Year. New Stars.	2026-01-01 00:00:00	2026-01-31 23:59:59	task,growth,game,group,rank,reward		8
78856	NL&NE Power Recharge	2026-01-17 00:00:00	2026-01-23 23:59:59	task,shop,growth,game,rank,recharge,reward		8
78922	F-BXH USER-CHIẾN THẦN NGOẠI GIAO KỲ 1 THÁNG 1	2026-01-03 00:00:00	2026-01-18 00:00:00	lottery,game,collection,rank,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1604375698	8
78951	Trono de Año Nuevo	2026-01-01 00:00:00	2026-01-08 00:00:00	lottery,game,stage,rank,recharge,reward	https://static-fed.bigolive.tv/live/pages/bigolive/svip/index.html	8
78965	1月｜💎New Year Rise Again: New Battles	2026-01-01 00:00:00	2026-01-31 23:59:59	lottery,game,collection,stage,rank,recharge,reward		8
78983	F-CHIẾN THẦN NGOẠI GIAO - BXH USER KI34	2026-01-18 00:00:00	2026-02-01 00:00:00	lottery,game,collection,rank,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1604375698	8
79041	Weekday Auto Rebate Jan	2026-01-06 00:00:00	2026-02-01 00:00:00	task,growth,game,group,rank,reward		8
79045	55% Auto Rebate - Jan 2026	2026-01-03 00:00:00	2026-02-01 23:59:59	task,growth,game,collection,group,rank,reward		8
77314	DINO HoHoHo	2025-12-01 00:09:00	2025-12-31 23:59:59	lottery,game,collection,stage,rank,recharge,reward		7
77339	Impulso Gala_LATAM	2025-12-01 00:00:00	2025-12-31 23:59:59	lottery,game,collection,rank,reward		7
77359	💎 Rise Again: Recharge & Gift Battles Await	2025-12-01 23:59:59	2025-12-31 23:59:59	lottery,game,collection,stage,rank,recharge,reward		7
77371	UPBEAT FAMILY RANKING - DEC 2025	2025-12-01 18:27:11	2026-01-04 23:59:59	game,group,rank,recharge,reward	https://static-fed.bigolive.tv/live/pages/bigolive/family-detail/index.html	7
77392	Early Afternoon Auto Rebate Rush Dec	2025-12-02 15:28:01	2026-01-01 23:59:59	task,growth,collection,group,rank,reward		7
77393	Late Afternoon Auto Rebate Rush - Dec	2025-12-02 00:00:00	2026-01-01 23:59:59	task,growth,collection,group,rank,reward		7
77394	Midweek Afternoon Bonus Auto Reward -Dec	2025-12-02 00:00:00	2026-01-01 23:59:59	task,growth,collection,group,rank,reward		7
77397	Weekday Auto Rebate Dec	2025-12-02 00:00:00	2026-01-01 00:00:00	task,growth,group,rank,reward		7
77445	Nice to Meet You on BIGO! 2026 Jan	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,growth,collection,recharge,reward		7
77460	Family Gala Bonus Challenge	2025-12-03 00:00:00	2025-12-14 00:00:00	shop,growth,game,group,rank,reward		7
77482	Incentivos Exclusivos para Nuevos Emisores Diciembre	2025-12-03 02:00:00	2026-01-02 23:59:59	game	https://static-fed.bigolive.tv/live/pages/bigolive/bigo-Institute/index.html|https://static-fed.bigolive.tv/live/pages/bigolive/bigo-Institute/index.html#/detail?id=282|https://static-fed.bigolive.tv/live/pages/bigolive/bigo-Institute/index.html#/detail?id=329|https://static-fed.bigolive.tv/live/pages/bigolive/bigo-Institute/index.html#/detail?id=89|https://static-fed.bigolive.tv/live/pages/bigolive/live-data/index.html	7
77510	B2D event Diciembre	2025-12-09 00:00:00	2025-12-12 23:59:59	lottery,shop,game,stage,group,rank,reward		7
77548	耶誕極光塔	2025-12-07 00:00:00	2025-12-31 23:59:59	lottery,game,collection,group,rank,recharge,reward		7
77555	Hosts on the Throne Family GALA	2025-12-06 00:00:00	2025-12-14 23:59:59	lottery,collection,stage,group,rank,reward		7
77569	La Ruota della Fortuna - Un Click al Gala	2025-12-04 20:42:05	2025-12-12 23:59:59	task,lottery,game,collection,rank,reward		7
77593	Tu Voto, Tu Dino	2025-12-08 00:00:00	2025-12-14 23:59:59	task,collection,stage,rank,recharge	https://static-fed.bigolive.tv/live/pages/bigolive/svip/index.html	7
77679	NEW STAR December	2025-12-11 00:00:01	2025-12-31 23:59:59	lottery,shop,game,group,rank,recharge,reward		7
77680	DAILY STAR1-DEC	2025-12-20 00:00:01	2025-12-31 23:59:59	task,lottery,game,rank,recharge,reward		7
77696	BBR-1215-1228- Rising Creators Leaderboard 4	2025-12-15 00:00:00	2025-12-28 23:59:59	lottery,growth,collection,rank,reward		7
77713	Go！Go! Beat the Past	2025-12-10 00:00:00	2026-01-03 00:00:00	lottery,game,collection,rank,recharge,reward		7
77765	1월 새로 오신 회장님들을 위한 깜짝 이벤트!	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,growth,rank,recharge,reward		7
77783	Santa Rush🎄	2025-12-11 00:00:00	2025-12-12 13:59:59	task,game,stage,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/anchor-recurit/sign.html	7
77838	🎁 𝐁𝐈𝐆𝐎 𝐏𝐇 𝐔𝐬𝐞𝐫𝐬 𝐆𝐢𝐟𝐭𝐢𝐧𝐠 𝐄𝐯𝐞𝐧𝐭𝐬 🎁	2026-08-06 13:45:00	2026-08-31 23:59:59	lottery,stage,reward	https://static-nova.bigolive.tv/app/10460/index?nDevice=mobile|https://static-nova.bigolive.tv/app/10536/index?nDevice=mobile	7
77873	Xmas Recharge	2025-12-12 00:00:00	2025-12-16 23:59:59	task,lottery,collection,rank,recharge,reward		7
77921	F-VÒNG QUAY GIA TỘC ĐƯỢC YÊU THÍCH NHẤT 2025	2025-12-15 00:00:00	2025-12-19 00:00:00	lottery,game,collection,rank,recharge	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1592835216	7
77939	Holiday Rush! (1215-1223)	2025-12-14 22:57:00	2025-12-24 23:59:59	task,game,collection,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1936	7
77944	DACH SVIP CLUB	2025-12-15 00:00:00	2026-10-31 23:59:59	growth,game,group	https://activity.bigo.tv/live/act/ac|https://static-fed.bigolive.tv/live/pages/bigolive/svip/index.html	7
77981	🎁 𝟗 𝐃𝐚𝐲𝐬 𝐨𝐟 𝐅𝐞𝐬𝐭𝐢𝐯𝐞 𝐆𝐢𝐯𝐢𝐧𝐠: 𝐆𝐢𝐟𝐭𝐢𝐧𝐠 𝐄𝐯𝐞𝐧𝐭 💎	2025-12-24 00:00:00	2026-01-01 23:59:59	task,growth,stage,rank,reward		7
77988	🧨𝐍𝐞𝐰 𝐘𝐞𝐚𝐫 𝐁𝐥𝐞𝐬𝐬𝐢𝐧𝐠𝐬: 𝐆𝐢𝐟𝐭𝐢𝐧𝐠 𝐖𝐡𝐞𝐞𝐥 🎁	2026-01-02 00:00:00	2026-01-31 23:59:59	task,lottery,growth,stage,reward		7
78011	BBR - 1222-1228 30% Auto Rebate – Earn a Chance to Upgrade	2025-12-22 00:00:00	2025-12-31 23:59:59	task,lottery,growth,collection,rank,reward		7
78127	Santa Rush🎄	2025-12-20 00:00:00	2025-12-20 23:59:59	task,game,stage,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/anchor-recurit/sign.html	7
78151	Christmas & New year Event Test	2025-12-18 15:00:00	2025-12-20 00:00:00	lottery,game,group,rank,reward		7
78157	DACH Weihnachten&Neujahr	2025-12-24 00:00:00	2026-01-04 00:00:00	lottery,collection,rank,recharge,reward	https://static-fed.bigolive.tv/live/pages/bigolive/svip/index.html	7
78248	ANZ-HK/TW Gifting Rush!	2026-01-22 17:30:00	2026-01-28 23:59:59	task,lottery,growth,group,rank,recharge,reward		7
78259	U-NẠP MỖI NGÀY! THƯỞNG THẢ GA! kỳ 2- 8-11/01	2026-01-08 00:00:00	2026-01-11 23:59:59	task,growth,game,collection,rank,recharge		7
78260	U-NẠP MỖI NGÀY! THƯỞNG THẢ GA! kỳ 3- 15-18/01	2026-01-15 00:00:00	2026-01-18 23:59:59	task,growth,game,collection,rank,recharge		7
78261	U-NẠP MỖI NGÀY! THƯỞNG THẢ GA! kỳ 4- 22-25/01	2026-01-22 00:00:00	2026-01-25 23:59:59	task,growth,game,collection,rank,recharge		7
78262	U-NẠP MỖI NGÀY! THƯỞNG THẢ GA! kỳ 5- 28-31/01	2026-01-28 00:00:00	2026-01-31 23:59:59	task,growth,game,collection,rank,recharge		7
78271	메리 패밀리 크리스마스 기프트	2025-12-23 00:00:00	2025-12-31 00:00:00	game,collection,group,rank,recharge,reward		7
78306	New Year Blast-Off	2025-12-29 00:00:00	2026-01-04 23:59:59	task,growth,game,rank,reward		7
78307	【DINO Freshies】	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,collection,stage,rank,recharge,reward		7
78338	패밀리 러쉬	2026-01-01 00:00:00	2026-02-01 00:00:00	lottery,game,collection,group,rank,recharge,reward		7
78343	KickAce Rising 2026	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,shop,collection,rank,reward		7
78362	Recharge Mania - January	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,growth,rank,recharge,reward		7
78394	🎆 𝐅𝐢𝐫𝐞𝐰𝐨𝐫𝐤 𝐅𝐨𝐫𝐭𝐮𝐧𝐞: 𝐑𝐞𝐜𝐡𝐚𝐫𝐠𝐞 𝐄𝐯𝐞𝐧𝐭 🎇	2026-01-02 00:00:00	2026-01-08 23:59:59	task,growth,stage,rank,recharge,reward		7
78397	🧧 𝐍𝐞𝐰 𝐘𝐞𝐚𝐫 𝐑𝐚𝐝𝐢𝐚𝐧𝐜𝐞: 𝐆𝐢𝐟𝐭𝐢𝐧𝐠 𝐄𝐯𝐞𝐧𝐭 🎇	2026-01-02 00:00:00	2026-01-08 23:59:59	task,growth,stage,rank,reward		7
78406	迎春ルーレット&福の神決定戦	2025-12-27 00:00:00	2026-01-04 23:59:59	task,lottery,growth,rank,recharge,reward		7
78412	루키 회장님의 신년 축제!	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,growth,rank,recharge,reward		7
78440	BBR Family Builder: Jan Family Leaderboard	2026-01-09 00:00:00	2026-02-08 00:00:00	task,growth,game,group,rank,reward		7
78457	🏆 Годовой Семейный Кубок: 1-9 Января 2026	2026-01-01 12:00:00	2026-01-09 20:00:00	lottery,game,collection,stage,group,rank,recharge		7
78480	New Star (January 2026)	2026-01-01 12:00:00	2026-01-31 23:59:59	task,lottery,growth,game,rank,reward		7
78512	KH Auto Get Dia (Jan 2026)	2026-01-01 00:00:00	2026-01-31 23:59:59	task,growth,rank,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1592893413	7
78528	Prêmio de Recarga 💲 e 💎 Enviados - Dezembro! 🎊	2025-12-26 16:53:16	2026-01-01 18:11:46	growth,game,collection,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/svip/index.html	7
78543	TH🔥Daily Beans Topup 1-10 Jan 26🔥	2026-01-01 00:00:00	2026-01-11 00:00:00	task,growth,rank,recharge,reward		7
78559	ID - Super Live Challenge ✨ Bronze	2026-01-01 00:00:00	2026-01-05 23:59:59	task,growth,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-JP-2024/index.html?lang=ja	7
78575	U-Xem live rinh ngay quà khủng-01-31/01/26	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,growth,rank,recharge,reward		7
78585	TH-💝Topup and grow 1-31 Jan 25💝	2026-01-01 00:00:00	2026-02-01 00:00:00	task,lottery,growth,rank,recharge,reward		7
78596	TH-🕺Go to Goal!! 1-31 Jan 25🕺	2026-01-01 00:00:00	2026-02-01 00:00:00	task,growth,game,rank,recharge,reward		7
78640	MM Auto Spin It-UnderG Old Host (Jan 2026)	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,growth,game,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1594357030	7
78641	MM Auto Spin it-New Host(Jan 2026)	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,growth,game,reward	https://activity.bigo.tv/live/act/banner-aggregation2/index.html?id=1594357030	7
78655	Livehouse de Enero-Livehouse de Janeiro-Latam	2025-12-29 23:00:00	2026-02-01 11:00:00	stage	https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1963|https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1973|https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1977|https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1978|https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1982|https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1984	7
78670	TH-🎆Welcome 2026 Gift Carnival 5-11 Jan 26🎆	2026-01-05 00:00:00	2026-01-12 00:00:00	task,lottery,growth,rank,reward		7
78681	Horse Prosperity	2026-01-01 00:00:00	2026-01-31 23:59:59	task,growth,stage,rank,recharge,reward		7
78682	MM New Year Streak Challenge-Host (1st-7th/Jan26)	2026-01-01 00:00:00	2026-01-07 23:59:59	task,growth,game,rank,reward		7
78685	MM New Year Streak Challenge-User (1st-7th/Jan26)	2026-01-01 00:00:00	2026-01-07 23:59:59	task,growth,game,rank,recharge		7
78716	First Recharge Bonus Jan R1	2026-01-06 00:00:00	2026-01-12 23:59:59	task,lottery,growth,rank,recharge,reward		7
78729	BIGO BEAN RUSH - January Beginner Bonus	2026-01-01 00:00:00	2026-01-31 23:59:59	task,lottery,growth,collection,rank,reward		7
78735	Premium Morning Harvest Auto Rebate - Jan	2026-01-01 00:00:00	2026-02-01 00:00:00	task,growth,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1957	7
78765	Welcome Aboard, New BIGOer! -Jan	2026-01-05 00:00:00	2026-02-04 23:59:59	task,lottery,growth,rank,recharge,reward		7
78924	AGS: IGNITE 2026 (January)	2026-01-01 12:00:00	2026-01-31 23:59:59	shop,growth,game,stage,group,rank,reward		7
78975	Live=Beans_1 202601	2026-01-01 00:00:00	2026-02-02 23:59:59	task,growth,rank,reward	https://static-fed.bigolive.tv/live/pages/bigolive/bigo-Institute/index.html	7
78979	Dach Dec new streamer daily pk task	2026-01-09 00:00:00	2026-01-30 23:59:59	task,growth,game,collection,rank,reward		7
79004	Dach new talent show Jan	2026-01-12 00:00:00	2026-01-30 23:59:59	lottery,growth,game,collection,rank,reward		7
79046	Early Afternoon Auto Rebate Rush Jan	2026-01-02 15:28:01	2026-02-01 23:59:59	task,growth,collection,group,rank,reward		7
79052	Family PK League- January	2026-01-01 14:43:14	2026-01-31 23:59:59	task,game,group,rank,reward	https://activity.bigo.tv/live/act/act_15180/index.html?compe_id=1767941877595164	7
79062	Go！Go！Beat the past！	2026-01-02 00:00:00	2026-02-01 00:00:00	lottery,game,collection,rank,recharge,reward		7
77239	Rise to Fame	2025-12-01 00:00:00	2026-01-01 00:00:00	task,lottery,growth,rank,reward		6
77323	Beans Splash December	2025-12-01 00:00:00	2025-12-05 23:59:59	task,growth,rank,recharge,reward		6
77324	Beans Carnival	2025-12-01 00:00:00	2025-12-31 23:59:59	task,growth,rank,recharge,reward		6
77342	PK-KIỆN TƯỚNG PK 2026	2025-12-01 12:00:00	2026-11-30 23:59:59	game,rank	https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1839|https://static-fed.bigolive.tv/live/pages/bigolive/act-49334/index.html#/apply49334/1974	6
77358	ANZ Weekend Auto Rebate -DEC 2025/ Jan 2026	2025-12-02 00:00:00	2026-01-05 23:59:59	task,growth,stage,rank,reward		6
77361	PINOY FAMILY GALA 2025: Legend Host (1206-1214)	2025-12-01 16:05:00	2025-12-15 23:59:59	task,game,group,rank,reward		6
77372	PINOY FAMILY GALA 2025: Daily Overseas Star	2025-12-01 18:40:00	2025-12-16 23:59:59	task,game,group,rank,reward		6
77413	ANZ Auto Rebate below A level - Dec 2025/ Jan 2026	2025-12-03 15:22:01	2026-01-06 23:59:59	task,growth,stage,rank,reward		6
77430	聖誕大冒險	2025-12-07 00:00:00	2026-01-02 23:59:59	lottery,game,collection,rank,recharge,reward		6
77446	萌龍星球見面禮	2025-12-16 18:00:00	2025-12-31 23:59:59	lottery,game,collection,rank,recharge,reward		6
77449	Non Svip spinner event	2025-12-02 21:00:00	2025-12-31 23:59:59	lottery,shop,game,collection,recharge,reward		6
77494	Carrera de la Hora! ✌️24 de Diciembre	2025-12-24 00:00:00	2025-12-25 00:00:00	game,stage,rank	https://static-fed.bigolive.tv/live/pages/bigolive/anchor-recurit/sign.html	6
77500	Svip Treasure-Lion King	2025-12-04 00:00:00	2025-12-09 23:59:59	lottery,game,rank,reward		6
77529	Family Rally IN	2025-12-05 00:00:00	2025-12-14 16:00:00	lottery,game,stage,group,rank,reward		6
77585	Daily Spark Challenge	2025-12-06 00:00:00	2025-12-14 23:59:59	task,growth,game,rank,reward		6
77612	INCREMENTAL MISSION FOR MATURE AGENCY	2025-12-06 00:00:00	2026-01-01 00:00:00	task,collection,group,rank,reward		6
77628	Agentes en Combate · Duelo Cumbre de GALA Familia ⚔️	2025-12-08 00:00:00	2025-12-14 09:00:00	stage,group,rank	https://static-fed.bigolive.tv/live/pages/bigolive/anchor-recurit/sign.html	6
